user_id,sentiment,emotion,ngram_1,ngram_2,sentence_length,punctuation_count,vocab_richness,psychelingo,deceptdetect,emovolatility,intenttrace,powerdyno,trustmeter,riskprofile,cogbiasscan,stresssignal,role
user_0052,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.9666641827884049,0,neutral,1,neutral,none,0.0,middleman
user_0078,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.20590645117921746,0,neutral,1,neutral,none,0.0,middleman
user_0079,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.3153717521382535,0,neutral,0,neutral,none,0.0,smuggler
user_0038,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.09890381862445796,0,neutral,0,neutral,none,0.0,middleman
user_0029,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.7343178708551524,0,neutral,0,neutral,none,0.0,supplier
user_0035,0.2263,,dont,dont tell,5,2,0.9999980000040001,0,0,0.6275873101592861,0,dominant,0,neutral,none,0.0,smuggler
user_0074,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.6343482190009978,0,neutral,0,neutral,none,0.0,middleman
user_0012,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.41933863993615395,0,neutral,1,neutral,none,0.0,smuggler
user_0098,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.39651561461151186,0,dominant,0,neutral,none,0.0,supplier
user_0060,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.5507371745792029,0,neutral,1,neutral,none,0.0,middleman
user_0090,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.22642795758359513,0,neutral,1,neutral,none,0.0,middleman
user_0016,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.6958072399797688,0,neutral,0,neutral,none,0.0,middleman
user_0077,0.2263,,dont,dont tell,5,2,0.9999980000040001,0,0,0.9968164194434492,0,dominant,0,neutral,none,0.0,smuggler
user_0085,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.21085636693102194,0,neutral,1,neutral,none,0.0,middleman
user_0050,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.37203576502112723,0,dominant,0,neutral,none,0.0,smuggler
user_0043,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.8888062564463215,0,neutral,0,neutral,none,0.0,middleman
user_0034,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.4383931423559243,0,dominant,0,neutral,none,0.2,middleman
user_0009,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.03261008008066746,0,dominant,0,neutral,none,0.0,supplier
user_0008,0.0,,everything,everything is,3,1,0.9999966666777778,0,0,0.7025676116201958,0,neutral,0,neutral,none,0.0,smuggler
user_0064,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.10343112968701595,0,neutral,0,neutral,none,0.0,smuggler
user_0045,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.8039389578721409,0,neutral,0,neutral,none,0.0,middleman
user_0046,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.0863070464518314,0,neutral,0,neutral,none,0.0,supplier
user_0046,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.23267961992298447,0,dominant,0,neutral,none,0.0,middleman
user_0017,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.034624804875089676,0,dominant,0,neutral,none,0.0,middleman
user_0062,0.0,,everything,everything is,3,1,0.9999966666777778,0,0,0.38384524327591674,0,neutral,0,neutral,none,0.0,smuggler
user_0051,0.0,,meet,meet at,5,1,0.9999980000040001,0,0,0.3702738321487764,1,dominant,0,neutral,none,0.0,supplier
user_0061,0.0,,meet,meet at,5,1,0.9999980000040001,0,0,0.9740108147324534,1,dominant,0,neutral,none,0.0,smuggler
user_0005,0.0,,everything,everything is,3,1,0.9999966666777778,0,0,0.025277986481697212,0,neutral,0,neutral,none,0.0,supplier
user_0020,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.15462782449645307,0,neutral,1,neutral,none,0.0,smuggler
user_0088,0.4767,,i,i swear,6,2,0.9999983333361112,0,0,0.05730097858921701,0,neutral,1,neutral,none,0.0,supplier
user_0003,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.8250915711357468,0,neutral,0,neutral,none,0.0,supplier
user_0077,0.0,,meet,meet at,5,1,0.9999980000040001,0,0,0.3850783211231015,1,dominant,0,neutral,none,0.0,supplier
user_0023,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.2521000997943893,0,dominant,0,neutral,none,0.0,middleman
user_0079,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.4628017287719832,0,neutral,0,neutral,none,0.0,smuggler
user_0057,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.8731361568209598,0,dominant,0,neutral,none,0.0,middleman
user_0056,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.7277586780723093,0,neutral,0,neutral,none,0.0,middleman
user_0013,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.0957987994741224,0,dominant,0,neutral,none,0.2,middleman
user_0096,0.4767,,i,i swear,6,2,0.9999983333361112,0,0,0.29849897658659885,0,neutral,1,neutral,none,0.0,supplier
user_0014,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.7735650200673843,0,neutral,0,neutral,none,0.0,supplier
user_0055,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.7156259800073668,0,dominant,0,neutral,none,0.0,middleman
user_0019,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.18336924043272962,0,neutral,0,neutral,none,0.0,supplier
user_0093,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.37860819423527015,0,dominant,0,neutral,none,0.2,supplier
user_0078,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.28745724905133263,1,neutral,0,bold,none,0.0,supplier
user_0006,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.8199986043588829,0,dominant,0,neutral,none,0.0,supplier
user_0064,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.8440214249563714,0,neutral,1,neutral,none,0.0,smuggler
user_0074,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.5516051158491739,0,neutral,0,neutral,none,0.0,smuggler
user_0012,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.7616328926137735,0,neutral,1,neutral,none,0.0,smuggler
user_0082,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.9363610506200543,0,neutral,0,neutral,none,0.0,supplier
user_0020,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.506818154748549,0,dominant,0,neutral,none,0.0,smuggler
user_0036,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.24794822222193957,0,neutral,0,neutral,none,0.0,middleman
user_0012,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.5405762930748168,0,neutral,1,neutral,none,0.0,smuggler
user_0044,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.6225257583335609,0,dominant,0,neutral,none,0.0,supplier
user_0044,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.611604868211865,0,neutral,1,neutral,none,0.0,supplier
user_0085,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.7659526539109501,0,neutral,0,neutral,none,0.0,middleman
user_0095,0.2263,,dont,dont tell,5,2,0.9999980000040001,0,0,0.4505782985121888,0,dominant,0,neutral,none,0.0,middleman
user_0018,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.3718781539233078,0,neutral,0,neutral,none,0.0,supplier
user_0099,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.23656586605235042,0,neutral,1,neutral,none,0.0,supplier
user_0040,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.17494894370363356,0,neutral,1,neutral,none,0.0,middleman
user_0018,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.04886769669621249,0,dominant,0,neutral,none,0.0,smuggler
user_0029,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.15688185192742277,1,neutral,0,bold,none,0.0,smuggler
user_0013,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.0921597798497239,0,dominant,0,neutral,none,0.2,supplier
user_0028,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.4371949049875423,0,neutral,0,neutral,none,0.0,middleman
user_0080,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.4288781777676267,1,neutral,0,bold,none,0.0,smuggler
user_0024,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.24679179836040066,0,dominant,0,neutral,none,0.0,supplier
user_0046,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.5821407400653241,0,dominant,0,neutral,none,0.0,middleman
user_0090,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.291944735528618,0,neutral,1,neutral,none,0.0,supplier
user_0066,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.3338119777415659,0,neutral,0,neutral,none,0.0,smuggler
user_0052,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.9081913168359641,1,neutral,0,bold,none,0.0,supplier
user_0024,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.13763825668665963,0,dominant,0,neutral,none,0.0,supplier
user_0045,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.27411691694808527,1,neutral,0,bold,none,0.0,middleman
user_0096,0.0,,change,change of,5,2,0.9999980000040001,0,0,0.2427283623297749,1,dominant,0,neutral,none,0.0,middleman
user_0020,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.3420036816446509,1,neutral,0,bold,none,0.0,smuggler
user_0024,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.841226739970691,0,neutral,1,neutral,none,0.0,middleman
user_0063,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.5670392942945469,0,dominant,0,neutral,none,0.0,supplier
user_0009,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.5611987002622472,0,dominant,0,neutral,none,0.0,smuggler
user_0004,0.4767,,i,i swear,6,2,0.9999983333361112,0,0,0.9522084819314384,0,neutral,1,neutral,none,0.0,smuggler
user_0053,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.25287418019625496,0,neutral,0,neutral,none,0.0,smuggler
user_0008,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.07818201238702538,0,neutral,0,neutral,none,0.0,smuggler
user_0082,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.6529458429942832,0,dominant,0,neutral,none,0.0,middleman
user_0093,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.20574045639207306,0,neutral,1,neutral,none,0.0,supplier
user_0064,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.42776798172732466,0,dominant,0,neutral,none,0.0,smuggler
user_0027,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.08594003606531198,0,dominant,0,neutral,none,0.2,smuggler
user_0016,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.16221575048817605,0,dominant,0,neutral,none,0.0,supplier
user_0093,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.7477708632903591,0,dominant,0,neutral,none,0.2,smuggler
user_0031,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.6809433600406621,0,dominant,0,neutral,none,0.0,supplier
user_0034,0.4767,,i,i swear,6,2,0.9999983333361112,0,0,0.7759528972521148,0,neutral,1,neutral,none,0.0,supplier
user_0098,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.14822493667138692,0,dominant,0,neutral,none,0.0,middleman
user_0097,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.036971908670728304,0,neutral,0,neutral,none,0.0,middleman
user_0078,0.2263,,dont,dont tell,5,2,0.9999980000040001,0,0,0.5458071764071263,0,dominant,0,neutral,none,0.0,middleman
user_0061,0.0,,meet,meet at,5,1,0.9999980000040001,0,0,0.15235778992344196,1,dominant,0,neutral,none,0.0,middleman
user_0062,0.0,,change,change of,5,2,0.9999980000040001,0,0,0.0818114169364097,1,dominant,0,neutral,none,0.0,smuggler
user_0089,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.4731876768446269,0,dominant,0,neutral,none,0.0,middleman
user_0023,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.2654882408291376,1,neutral,0,bold,none,0.0,middleman
user_0039,0.0,,everything,everything is,3,1,0.9999966666777778,0,0,0.9586471110108581,0,neutral,0,neutral,none,0.0,smuggler
user_0099,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.5169316210812678,0,neutral,0,neutral,none,0.0,smuggler
user_0072,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.932635652690388,0,dominant,0,neutral,none,0.0,middleman
user_0061,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.9451938941673407,0,neutral,0,neutral,none,0.0,middleman
user_0008,0.0,,let,let me,6,1,0.9999983333361112,0,0,0.29818174276994314,0,dominant,0,neutral,none,0.0,supplier
user_0096,0.0,,everything,everything is,3,1,0.9999966666777778,0,0,0.051193101231185145,0,neutral,0,neutral,none,0.0,smuggler
user_0015,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.5145969732683444,0,dominant,0,neutral,none,0.2,middleman
user_0082,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.6392067020913854,0,neutral,0,neutral,none,0.0,smuggler
user_0031,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.6018852234218366,1,neutral,0,bold,none,0.0,smuggler
user_0088,0.2263,,dont,dont tell,5,2,0.9999980000040001,0,0,0.6460011710025393,0,dominant,0,neutral,none,0.0,middleman
user_0048,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.2111221256954161,0,neutral,1,neutral,none,0.0,middleman
user_0015,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.25327560547598926,0,neutral,0,neutral,none,0.0,supplier
user_0058,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.3568242436613279,0,neutral,0,neutral,none,0.0,middleman
user_0001,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.9615577954027553,0,dominant,0,neutral,none,0.0,supplier
user_0024,0.0,,payment,payment received,2,1,0.9999950000249999,0,0,0.9086666916771822,0,neutral,0,neutral,none,0.0,smuggler
user_0016,0.0,,change,change of,5,2,0.9999980000040001,0,0,0.953767293659888,1,dominant,0,neutral,none,0.0,middleman
user_0030,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.8510908142959828,0,dominant,0,neutral,none,0.0,supplier
user_0003,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.7111076447320516,0,dominant,0,neutral,none,0.0,supplier
user_0028,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.5933441866971696,0,neutral,0,neutral,none,0.0,smuggler
user_0053,0.0,,everything,everything is,3,1,0.9999966666777778,0,0,0.12394953359458893,0,neutral,0,neutral,none,0.0,middleman
user_0054,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.5631682659099775,0,neutral,1,neutral,none,0.0,smuggler
user_0072,0.3182,,i,i promise,7,2,0.9999985714306123,0,0,0.34898915596415314,0,neutral,1,neutral,none,0.0,middleman
user_0093,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.6234544631485289,0,dominant,0,neutral,none,0.0,smuggler
user_0002,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.032762129614789304,0,dominant,0,neutral,none,0.0,middleman
user_0069,0.4767,,i,i swear,6,2,0.9999983333361112,0,0,0.5405709002252757,0,neutral,1,neutral,none,0.0,smuggler
user_0073,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.02731512172388073,0,dominant,0,neutral,none,0.0,smuggler
user_0088,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.2759899274379748,0,dominant,0,neutral,none,0.2,middleman
user_0070,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.21850734080082268,0,neutral,0,neutral,none,0.0,supplier
user_0048,0.3612,,package,package is,5,1,0.9999980000040001,0,0,0.990483947021393,0,neutral,0,neutral,none,0.0,smuggler
user_0003,0.2263,,dont,dont tell,5,2,0.9999980000040001,0,0,0.7480332911101464,0,dominant,0,neutral,none,0.0,supplier
user_0052,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.909917042388488,1,neutral,0,bold,none,0.0,middleman
user_0049,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.8030102909270754,0,dominant,0,neutral,none,0.0,middleman
user_0030,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.06802989681360139,0,dominant,0,neutral,none,0.0,smuggler
user_0041,0.0,,meet,meet at,5,1,0.9999980000040001,0,0,0.38893512793011975,1,dominant,0,neutral,none,0.0,supplier
user_0043,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.41948892404905636,0,neutral,0,neutral,none,0.0,middleman
user_0035,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.275137031199883,1,neutral,0,bold,none,0.0,smuggler
user_0011,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.20352956259887478,0,dominant,0,neutral,none,0.0,middleman
user_0035,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.22259711872774557,0,neutral,0,neutral,none,0.0,supplier
user_0077,0.4588,,honestly,honestly i,8,4,0.9999987500015626,0,0,0.5080578731167661,0,dominant,0,neutral,none,0.2,smuggler
user_0039,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.6046570801221637,0,dominant,0,neutral,none,0.0,supplier
user_0093,0.6369,,are,are you,6,1,0.9999983333361112,0,0,0.9546125569452617,0,neutral,1,neutral,none,0.0,supplier
user_0056,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.9103299952541819,0,neutral,1,neutral,none,0.0,smuggler
user_0042,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.00836432773569129,0,neutral,0,neutral,none,0.0,smuggler
user_0091,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.786840722965563,0,dominant,0,neutral,none,0.0,middleman
user_0055,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.03678776195173383,0,neutral,0,neutral,none,0.0,middleman
user_0069,0.5106,,everything,everything is,6,2,0.9999983333361112,0,0,0.47348133124690794,0,neutral,1,neutral,none,0.0,supplier
user_0056,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.5460711393779994,0,neutral,0,neutral,none,0.0,smuggler
user_0062,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.4146664407519378,0,neutral,0,neutral,none,0.0,supplier
user_0057,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.2812627248475055,1,neutral,0,bold,none,0.0,smuggler
user_0023,0.0,,just,just follow,7,2,0.9999985714306123,0,0,0.015907500004181174,0,dominant,0,neutral,none,0.0,middleman
user_0079,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.695274035669086,0,dominant,0,neutral,none,0.0,smuggler
user_0069,0.0,,change,change of,5,2,0.9999980000040001,0,0,0.0800393820017119,1,dominant,0,neutral,none,0.0,supplier
user_0051,-0.2732,,i,i feel,6,1,0.9999983333361112,1,0,0.1579378340545492,0,neutral,0,neutral,none,0.0,smuggler
user_0040,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.12987734555627406,0,neutral,0,neutral,none,0.0,middleman
user_0089,0.0,,change,change of,5,2,0.9999980000040001,0,0,0.39762451495545204,1,dominant,0,neutral,none,0.0,smuggler
user_0025,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.287285750339931,0,neutral,0,neutral,none,0.0,middleman
user_0004,0.0,,use,use the,4,1,0.9999975000062501,0,0,0.36297607643546426,0,dominant,0,neutral,none,0.0,smuggler
user_0074,-0.2263,,the,the shipment,4,1,0.9999975000062501,0,0,0.8074255911419104,0,neutral,0,neutral,none,0.0,smuggler
user_0005,-0.296,,we,we need,9,2,0.8888879012356653,0,0,0.3947731184385518,1,neutral,0,bold,none,0.0,supplier
user_0055,0.0,,change,change of,5,2,0.9999980000040001,0,0,0.3440046378389262,1,dominant,0,neutral,none,0.0,supplier
user_0074,0.0,,contact,contact the,4,1,0.9999975000062501,0,0,0.8227569596680694,0,dominant,0,neutral,none,0.0,supplier
user_0032,0.0,,if,if you,6,2,0.9999983333361112,0,0,0.37601442781210626,0,neutral,0,neutral,none,0.0,middleman
user_0036,0.4767,,i,i swear,6,2,0.9999983333361112,0,0,0.6991489057082144,0,neutral,1,neutral,none,0.0,smuggler
user_0051,0.0,,keep,keep it,3,1,0.9999966666777778,0,0,0.32430462122875203,0,dominant,0,neutral,none,0.0,smuggler
