user_id,message,timestamp,chat_group,role,psychelingo,deceptdetect,emovolatility,intenttrace,powerdyno,trustmeter,riskprofile,cogbiasscan,stresssignal
user_0082,the shipment is delayed.,2025-06-09T04:05:46.716365,group_9,supplier,1,1,0.7273791056739043,0,dominant,-0.7943909444444743,cautious,overconfidence,0.1734990224420948
user_0020,let me know when you arrive.,2025-05-24T02:01:46.716365,group_8,smuggler,1,1,0.8642468748314162,1,dominant,-0.12047436731627204,cautious,confirmation,0.6313851200254293
user_0036,i feel nervous about this run.,2025-05-18T13:53:46.716365,group_6,middleman,0,1,0.4617424864464541,0,dominant,-0.26252480102037445,cautious,overconfidence,0.6446664695758374
user_0012,"everything is under control, trust me.",2025-06-12T01:25:46.716365,group_9,smuggler,1,0,0.44973370365090626,0,submissive,0.2100116681401285,bold,overconfidence,0.4505231090150913
user_0044,let me know when you arrive.,2025-06-07T23:38:46.716365,group_3,supplier,0,1,0.9909860226468875,0,submissive,-0.25429603579734583,cautious,confirmation,0.4087693972473203
user_0044,"everything is under control, trust me.",2025-05-18T09:43:46.716365,group_6,supplier,1,0,0.5579632124184023,1,submissive,-0.49600843006769346,bold,confirmation,0.08150198744788395
user_0085,payment received.,2025-05-31T22:37:46.716365,group_5,middleman,1,0,0.5950412281515748,0,submissive,0.11784414018212708,cautious,overconfidence,0.6701163999947225
user_0095,"don't tell anyone else, okay?",2025-05-20T06:36:46.716365,group_7,middleman,1,0,0.3625976689820444,0,dominant,-0.3165353097369037,cautious,overconfidence,0.22654304653388724
user_0018,payment received.,2025-05-19T12:49:46.716365,group_5,supplier,0,1,0.8763927725427418,0,neutral,-0.24656025835495066,bold,overconfidence,0.8313450566891255
user_0099,"everything is under control, trust me.",2025-05-23T13:20:46.716365,group_8,supplier,1,1,0.6763629221885329,0,submissive,0.2211908442516315,cautious,overconfidence,0.5340111496982611
user_0040,are you sure this is safe?,2025-05-24T20:27:46.716365,group_6,middleman,1,1,0.769438551975576,1,neutral,0.05491957692296534,bold,overconfidence,0.8012592241515476
user_0018,contact the middleman first.,2025-05-18T09:31:46.716365,group_8,smuggler,0,0,0.28506301405932843,0,submissive,-0.10136155925234847,bold,confirmation,0.09171356965909339
user_0029,"we need to move fast, no time to think.",2025-05-31T22:22:46.716365,group_1,smuggler,0,1,0.5020071146932354,0,submissive,0.9890507024765824,cautious,overconfidence,0.02818754552815006
user_0013,"honestly, i don't know if this will work...",2025-05-22T16:03:46.716365,group_3,supplier,1,1,0.6960719885759836,0,neutral,-0.061779745689012566,bold,overconfidence,0.01900388491097038
user_0028,payment received.,2025-06-09T23:58:46.716365,group_10,middleman,1,0,0.7761726326353965,0,submissive,-0.7563033096827649,bold,confirmation,0.6389517321728103
user_0080,"we need to move fast, no time to think.",2025-05-18T21:08:46.716365,group_2,smuggler,0,0,0.7185443277923527,1,submissive,-0.996871328133202,cautious,overconfidence,0.5706637160224288
user_0024,let me know when you arrive.,2025-06-08T20:19:46.716365,group_6,supplier,0,1,0.8733314385275176,0,neutral,-0.2262373569452849,cautious,confirmation,0.7473165915626453
user_0046,let me know when you arrive.,2025-05-31T17:08:46.716365,group_4,middleman,0,1,0.13340958985936402,1,neutral,-0.32290548364059846,bold,none,0.46462289974703774
user_0090,are you sure this is safe?,2025-06-13T18:33:46.716365,group_3,supplier,0,1,0.03698379019977571,0,dominant,0.5822184264580879,bold,confirmation,0.9333709799503973
user_0066,"if you get caught, say nothing.",2025-06-09T17:40:46.716365,group_8,smuggler,0,0,0.28611089555154867,0,neutral,-0.33615062723731093,bold,confirmation,0.4369513831249364
user_0052,"we need to move fast, no time to think.",2025-06-02T14:51:46.716365,group_6,supplier,1,1,0.36734692695968196,1,dominant,0.45416264868527145,bold,confirmation,0.6024532988302272
user_0024,"just follow my lead, don't ask questions.",2025-05-29T09:24:46.716365,group_6,supplier,0,1,0.6609192214581366,1,submissive,0.2052432554611996,cautious,overconfidence,0.6897648084454863
user_0045,"we need to move fast, no time to think.",2025-05-17T22:47:46.716365,group_6,middleman,1,1,0.6394693104924803,0,dominant,0.34236777778733574,cautious,confirmation,0.5130860194645521
user_0096,"change of plans, update soon.",2025-05-17T10:32:46.716365,group_3,middleman,1,0,0.12623002430225427,0,neutral,-0.2673430537857029,cautious,none,0.03238532397966698
user_0020,"we need to move fast, no time to think.",2025-06-01T21:43:46.716365,group_6,smuggler,0,0,0.5294598815362896,1,submissive,0.2991214734120631,bold,overconfidence,0.02591334086414321
user_0024,are you sure this is safe?,2025-06-08T14:02:46.716365,group_7,middleman,0,1,0.7749644835314882,1,dominant,0.9927302243095215,cautious,none,0.9164789095418814
user_0063,keep it quiet.,2025-05-21T14:29:46.716365,group_3,supplier,1,0,0.8986790307862303,1,dominant,0.6210264367152638,cautious,none,0.34742529473856454
user_0009,"just follow my lead, don't ask questions.",2025-06-09T16:43:46.716365,group_5,smuggler,0,0,0.7936963838450027,0,dominant,0.9702650934603865,bold,overconfidence,0.7903730608077492
user_0004,"i swear, you can trust me.",2025-06-10T05:40:46.716365,group_10,smuggler,1,0,0.6119483626205209,0,dominant,-0.3814185649430757,cautious,none,0.4107951206651669
user_0053,i feel nervous about this run.,2025-05-19T09:05:46.716365,group_3,smuggler,0,1,0.46583319962105885,1,dominant,0.7559203033008235,bold,overconfidence,0.43261828648197487
user_0008,the shipment is delayed.,2025-06-08T14:26:46.716365,group_3,smuggler,0,0,0.3226607511545556,0,submissive,0.8949662736192949,cautious,overconfidence,0.25060530898199906
user_0082,"just follow my lead, don't ask questions.",2025-05-28T12:18:46.716365,group_3,middleman,1,0,0.5025731447412627,0,neutral,0.8832139757371917,bold,overconfidence,0.6587328733837543
user_0093,"everything is under control, trust me.",2025-05-31T09:18:46.716365,group_10,supplier,0,0,0.04546180329134197,1,neutral,-0.5783832405960709,cautious,none,0.6389911922088705
user_0064,"just follow my lead, don't ask questions.",2025-05-29T04:55:46.716365,group_5,smuggler,0,1,0.2974338714297423,0,neutral,-0.880173934130662,cautious,confirmation,0.4842511301073592
user_0027,"honestly, i don't know if this will work...",2025-06-12T15:10:46.716365,group_3,smuggler,1,1,0.9753741279148802,0,submissive,0.029960268164444193,bold,confirmation,0.2417378609364671
user_0016,contact the middleman first.,2025-06-05T11:36:46.716365,group_4,supplier,0,0,0.2902120049699015,1,neutral,-0.1637305133302469,bold,confirmation,0.9337515352494048
user_0093,"honestly, i don't know if this will work...",2025-05-24T15:52:46.716365,group_3,smuggler,1,1,0.8790756636004186,1,dominant,-0.8199018099124313,cautious,none,0.45723064218973086
user_0031,keep it quiet.,2025-06-11T13:42:46.716365,group_6,supplier,0,1,0.4948942035251763,1,submissive,0.07338149857785403,bold,confirmation,0.13393494399231465
user_0034,"i swear, you can trust me.",2025-06-03T08:59:46.716365,group_6,supplier,1,0,0.5702816438810293,0,submissive,0.10644585324230338,bold,confirmation,0.5042555291232047
user_0098,"just follow my lead, don't ask questions.",2025-05-28T18:03:46.716365,group_10,middleman,0,0,0.975082815413784,1,submissive,0.5897944567618916,cautious,none,0.9389485669553754
user_0097,payment received.,2025-05-25T01:57:46.716365,group_10,middleman,1,0,0.04530335246707473,0,neutral,-0.3339185892944656,cautious,none,0.45698855928287396
user_0078,"don't tell anyone else, okay?",2025-05-22T09:12:46.716365,group_6,middleman,1,0,0.3929545878664831,1,neutral,-0.3272530956966433,cautious,none,0.5629242606445444
user_0061,meet at the usual spot.,2025-06-01T18:52:46.716365,group_6,middleman,0,1,0.5837021418487863,0,neutral,-0.05081957182987895,bold,none,0.051355165120387625
user_0062,"change of plans, update soon.",2025-06-08T21:08:46.716365,group_10,smuggler,0,0,0.03157051334209937,0,dominant,-0.9621252649867749,cautious,confirmation,0.15143125811934544
user_0089,keep it quiet.,2025-06-03T16:46:46.716365,group_9,middleman,1,0,0.7057752321517652,0,neutral,-0.34990093114789045,cautious,none,0.37682477618569576
user_0023,"we need to move fast, no time to think.",2025-06-09T06:51:46.716365,group_6,middleman,1,1,0.6100765800787515,0,dominant,-0.4419872081564866,cautious,overconfidence,0.9414855463274614
user_0039,everything is set.,2025-05-25T10:56:46.716365,group_8,smuggler,1,1,0.5604875902362195,1,submissive,-0.7562517885345699,cautious,confirmation,0.8183774601305623
user_0099,payment received.,2025-05-29T05:47:46.716365,group_1,smuggler,0,1,0.9240096318898805,1,neutral,-0.04184147396703364,bold,none,0.2711327219979758
user_0072,contact the middleman first.,2025-05-22T06:28:46.716365,group_2,middleman,0,0,0.050765429957464026,0,neutral,-0.5343268803880945,bold,confirmation,0.3302936234873388
user_0061,the shipment is delayed.,2025-05-22T06:41:46.716365,group_1,middleman,0,1,0.6528927977012998,1,submissive,0.30107738374853077,cautious,confirmation,0.28541534130199187
user_0008,let me know when you arrive.,2025-06-14T17:01:46.716365,group_10,supplier,0,0,0.41788498224500537,0,dominant,0.9943436061770199,cautious,confirmation,0.1863116319224889
user_0096,everything is set.,2025-05-17T17:27:46.716365,group_1,smuggler,0,1,0.28456165235004627,1,dominant,0.7021194771559933,cautious,confirmation,0.19281139827380978
user_0015,"honestly, i don't know if this will work...",2025-05-23T10:01:46.716365,group_8,middleman,1,0,0.014084195618464745,1,submissive,0.13556244484187863,bold,overconfidence,0.610954499663014
user_0082,"if you get caught, say nothing.",2025-06-04T11:41:46.716365,group_9,smuggler,0,1,0.6692558534099542,0,dominant,-0.045091803020214094,bold,overconfidence,0.26078527706544385
user_0031,"we need to move fast, no time to think.",2025-05-28T04:09:46.716365,group_6,smuggler,0,1,0.6536833670701987,0,dominant,0.3355722295973427,cautious,confirmation,0.15971682522756314
user_0088,"don't tell anyone else, okay?",2025-05-30T04:12:46.716365,group_2,middleman,1,1,0.614625448143849,0,dominant,-0.04363620052955208,cautious,none,0.9888379618953089
user_0048,"i promise, this is the last time.",2025-06-10T00:26:46.716365,group_8,middleman,0,0,0.680341919919398,0,neutral,-0.10650404500703337,cautious,overconfidence,0.9172447067809755
user_0015,package is ready for pickup.,2025-06-09T22:42:46.716365,group_9,supplier,0,0,0.3281176377422065,1,dominant,0.3605904758781415,cautious,overconfidence,0.8988893517134737
user_0058,package is ready for pickup.,2025-06-05T15:48:46.716365,group_3,middleman,1,1,0.5639111850987134,1,neutral,0.613830705108785,bold,confirmation,0.25445721906761243
user_0001,keep it quiet.,2025-06-11T08:12:46.716365,group_2,supplier,1,1,0.7003848780971759,0,dominant,0.9722744961645537,cautious,overconfidence,0.2870907068913201
